CharName,Kind,EffectName,ResourceName,NodeName,SequenceID,StartTime,TimeLength,TX,TY,TZ,RX,RY,RZ,Scale,Flags,ActiveMode,DeActiveMode,DirMode,ActiveEvent,DeActiveEvent,Extend
#Share,0,FX_snow_a,FOOT/FX_SNOW_A.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,1,0,1,1,0,29,0,
#Share,0,FX_volcano01,FOOT/FX_VOLCANO01.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,1,0,1,1,0,29,0,
#Share,0,FX_Ground_A,FOOT/FX_DOWN_GROUND_A.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_ice_a,FOOT/FX_DOWN_GROUND_A.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_grass_A,FOOT/FX_GRASS_A.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,1,0,1,1,0,29,0,
#Share,0,FX_grass_A,FOOT/FX_DOWN_GRASS_A.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_grass_A,FOOT/FX_GRASS_A.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,1,0,1,1,0,30,0,
#Share,0,FX_Ground_B,FOOT/FX_GROUND_B.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,3,0,1,1,0,29,0,
#Share,0,FX_icerock_a,FOOT/FX_ICEROCK_A.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,1,0,1,1,0,30,0,
#Share,0,FX_Ground_B,FOOT/FX_DOWN_GROUND_A.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_Ground_C,FOOT/FX_GROUND_C.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,1,0,1,1,0,29,0,
#Share,0,FX_Ground_B,FOOT/FX_GROUND_B.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,3,0,1,1,0,30,0,
#Share,0,FX_Ground_A,FOOT/FX_GROUND_A.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,1,0,1,1,0,30,0,
#Share,0,FX_Ground_C,FOOT/FX_GROUND_C.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,1,0,1,1,0,30,0,
#Share,0,FX_icerock_a,FOOT/FX_ICEROCK_A.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,1,0,1,1,0,29,0,
#Share,0,FX_ice_a,FOOT/FX_ICE_A.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,1,0,1,1,0,30,0,
#Share,0,FX_Ground_A,FOOT/FX_GROUND_A.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,1,0,1,1,0,29,0,
#Share,0,FX_volcano01,FOOT/FX_DOWN_VOLCANO01.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_snow_a,FOOT/FX_DOWN_GROUND_C.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_sand_a,FOOT/FX_DOWN_SAND_A.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_rock01,FOOT/FX_DOWN_GROUND_C.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,FX_Ground_C,FOOT/FX_DOWN_GROUND_C.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,6,quest_cam_002_buff,ETC/QUEST_CAM_002.NIF,Bone_Root,0,0,1,0,0,66.091,0,0,0,1,3,1,3,0,19,20,
#Share,0,Quest_Acceptable_Repeat,PC/QUEST_ACCEPTABLE_REPEAT.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,0,Quest_Complete,PC/QUEST_COMPLETE.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,11.23,1,1,1,0,36,0,
#Share,0,Quest_Complete_Day,PC/QUEST_COMPLETE_DAY.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,6,quest_cam_alone_waist_buff,ETC/QUEST_CAM_ALONE_WAIST.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,1,34,1,3,0,19,20,
#Share,0,Quest_Water_03,ETC/QUEST_WATER_03.NIF,Bip01 Spine,0,0,1,0,0,0,1.351,-1.448,1.332,1.6,3,1,1,0,35,0,
#Share,0,Quest_Water_01,ETC/QUEST_WATER_01.NIF,Bip01 Spine,0,0,1,0,0,0,-1.464,-1.426,-2.317,1.6,1,1,1,0,35,0,
#Share,0,Quest_Summon_02,ETC/QUEST_SUMMON_02.NIF,Bip01 Spine,0,0,1,-21.512,-2.475,-0.354,1.316,-1.467,1.374,2,3,1,1,0,35,0,
#Share,0,Quest_Summon_01,ETC/QUEST_SUMMON_01.NIF,Bip01 Spine,0,0,1,-60.803,4.567,2.676,-1.428,-1.431,-2.354,2.231,3,1,1,0,35,0,
#Share,0,Quest_Magiccircle_01,ETC/QUEST_MAGICCIRCLE_01.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,35,0,
#Share,0,Quest_Magic_04,ETC/QUEST_MAGIC_04.NIF,Bip01 Spine,0,0,1,0,0,0,1.384,-1.438,1.216,1.33,3,1,1,0,35,0,
#Share,0,Quest_Magic_03,ETC/QUEST_MAGIC_03.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1.72,34,1,1,0,35,0,
#Share,0,Quest_Complete_Repeat,PC/QUEST_COMPLETE_REPEAT.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,0,Quest_Complete_Normal,PC/QUEST_COMPLETE_NORMAL.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,0,Quest_Acceptable_Scenario,PC/QUEST_ACCEPTABLE_SCENARIO.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,0,Quest_Purify_01,ETC/QUEST_PURIFY_01.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,10,1,1,0,35,0,
#Share,0,Quest_Explosion_01,ETC/QUEST_EXPLOSION_01.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,10,1,1,0,35,0,
#Share,0,Quest_Complete_Scenario,PC/QUEST_COMPLETE_SCENARIO.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,0,Item_Buff_Use_01,PC/ITEM_BUFF_USE_01.NIF,Bip01 L Finger1,0,0,1,0,0,0,0,0,0,1,64,1,1,0,35,0,
#Share,0,FX_volcano01,FOOT/FX_VOLCANO01.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,1,0,1,1,0,30,0,
#Share,0,Item_Buff_Use_01,PC/ITEM_BUFF_USE_01.NIF,Bip01 R Finger1,0,0,1,0,0,0,0,0,0,1,64,1,1,0,35,0,
#Share,0,Quest_Acceptable_Day,PC/QUEST_ACCEPTABLE_DAY.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,0,skill_2_0_12_buff(b_nowmp??mp??),PC/B_NOWMP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,selected,PC/GLYPH_02.NIF,Bone_Root,0,0,1,0,0,0,0,0,-3.141,2.79,11,1,3,0,12,13,
#Share,0,selected_enemy_arrow,PC/SELECTED_ENEMY.NIF,cname,0,0,1,0,0,210,0,0,0,0.7,1,1,3,0,12,13,
#Share,0,selected_arrow,PC/SELECTED_ARROW.NIF,cname,0,0,1,0,0,210,0,0,0,0.7,1,1,3,0,12,13,
#Share,0,levelup,PC/LEVELUP.NIF,Bone_Root,0,0,1,0,0,0,0,0,3.141,1.34,11,1,1,0,1,0,
#Share,0,line_select_big,PC/LINE_SELECT_BIG.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,10,1,3,0,14,15,
#Share,0,Quest_Magic_01,ETC/QUEST_MAGIC_01.NIF,Bip01 Spine,0,0,1,0,0,0,-0.232,0.166,-0.568,1.33,3,1,1,0,35,0,
#Share,0,Quest_Magic_02,ETC/QUEST_MAGIC_02.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1.72,34,1,1,0,35,0,
#Share,0,Quest_Magiccircle_02,ETC/QUEST_MAGICCIRCLE_02.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,35,0,
#Share,0,Quest_Water_02,ETC/QUEST_WATER_02.NIF,Bip01 Spine,0,0,1,0,0,0,1.321,-1.47,1.291,1.6,3,1,1,0,35,0,
#Share,0,ride_birth_buff,MOB/1037_030_A04_SMOKE.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1.87,66,1,3,0,19,20,
#Share,0,create,PC/CREATE_01.NIF,Bip01 Spine,0,0,1,0.457,26.123,0.901,-3.122,-1.276,3.072,0.82,11,1,1,0,3,0,
#Share,0,FX_Brick_A,FOOT/FX_DOWN_BRICK_A.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,6,quest_cam_alone_medium_buff,ETC/QUEST_CAM_ALONE_MEDIUM.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,1,34,1,3,0,19,20,
#Share,6,quest_cam_alone_chest_buff,ETC/QUEST_CAM_ALONE_CHEST.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,1,34,1,3,0,19,20,
#Share,0,Quest_Acceptable_Normal,PC/QUEST_ACCEPTABLE_NORMAL.NIF,cname,0,0,1,0,0,100,0,0,0,0.19,11,1,3,0,33,34,
#Share,0,FX_Brick_A,FOOT/FX_BRICK_A.NIF,Bip01 R Foot,0,0,1,19.272,0,0,0,0,0,1,0,1,1,0,30,0,
#Share,0,FX_Brick_A,FOOT/FX_BRICK_A.NIF,Bip01 L Foot,0,0,1,-11.921,0,5.945,0,0,0,1,0,1,1,0,29,0,
#Share,0,Quest_Signal_01,ETC/QUEST_SIGNAL_01.NIF,Bone_Root,0,0,1,0,-69.98,0,0,0,0,2,2,1,1,0,35,0,
#Share,0,FX_icerock_a,FOOT/FX_DOWN_GROUND_C.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,0,1,1,0,38,0,
#Share,0,skill_3_0_5_buff(d_dp??? ??),PC/D_DP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_3_0_4_buff(d_ap??? ??),PC/D_AP.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_3_0_3_buff(d_md?? ??? ??),PC/D_MD.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_3_0_2_buff(d_pd?? ??? ??),PC/D_PD.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_3_0_1_buff(d_mop?? ??? ??),PC/D_MOP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.6,74,1,3,0,19,20,
#Share,0,skill_3_0_15_buff(d_mphealdown mp??? ??),PC/D_MPHEALDOWN.NIF,Bip01 Spine,0,0,1,0,0,1,0,0,0,0.8,74,1,3,0,19,20,
#Share,0,skill_3_0_13_buff(d_maxmpmp???),PC/D_MAXMP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_3_0_12_buff(d_maxhphp???),PC/D_MAXHP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_3_0_11_buff(d_maxmp?大mp???),PC/D_MAXMP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.5,74,1,3,0,19,20,
#Share,0,skill_3_0_0_buff(d_pop?? ??? ??),PC/D_POP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.6,74,1,3,0,19,20,
#Share,0,skill_2_8_1_buff(b_hhp打击 ? mp ??),PC/B_HMP.NIF,Bip01 L Hand,0,0,1,0,0,0,0,0,0,0.8,74,1,3,0,19,20,
#Share,0,skill_2_8_0_buff(b_hhp打击 ? hp ??),PC/B_HHP.NIF,Bip01 R Hand,0,0,1,0,0,0,0,0,0,0.8,74,1,3,0,19,20,
#Share,0,skill_2_9_0_buff(?? 大? hp ??b_dhp),PC/B_DHP.NIF,Bip01 Spine,0,0,1,0,0,0,1.394,-1.431,1.201,0.79,3,1,3,0,19,20,
#Share,0,skill_2_9_1_buff(?? 大? mp ??b_dmp),PC/B_DMP.NIF,Bip01 Spine,0,0,1,0,0,0,1.375,-1.437,1.311,0.79,3,1,3,0,19,20,
#Share,0,skill_2_0_11_buff(b_maxhp?大mp???),PC/B_MAXMP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,MOB_Fade,MOB/MOB_FADE.NIF,Bone_Root,0,0,1,0,-21.428,23.222,0,0,0,1.02,0,1,1,0,39,0,
#Share,0,skill_3_0_10_buff(d_maxhp?大hp???),PC/D_MAXHP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.5,74,1,3,0,19,20,
#Share,0,skill_3_0_9_buff(d_rs?? ?? ??),PC/D_RS.NIF,Bip01 L Foot,0,0,1,0,0,0,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_2_0_13_buff(b_nowhp??hp??),PC/B_NOWHP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_2_0_3_buff(b_md?? ??? 上?),PC/B_MD.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_2_0_4_buff(b_ap??? 上?),PC/B_AP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_2_0_7_buff(b_bp?? ??? 上?),PC/B_BP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_2_0_9_buff(b_rs?? ?? 上?),PC/B_RS.NIF,Bip01 R Calf,0,0,1,0,0,0,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_2_0_9_buff(b_rs?? ?? 上?),PC/B_RS.NIF,Bip01 L Calf,0,0,1,0,0,0,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_2_5_1_buff(b_hide??_?????大上),PC/B_HIDE.NIF,Bip01 Spine1,0,0,1,0,0,0,0,0,0,0.84,74,1,3,0,19,20,
#Share,0,skill_2_0_5_buff(b_dp??? 上?),PC/B_DP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_3_0_6_buff(d_cp??? ??),PC/D_CP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.3,74,1,3,0,19,20,
#Share,6,customizing_cameraview_buff,ETC/CUSTOMIZING_CAMERAVIEW.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,1,34,1,3,0,19,20,
#Share,0,PVP_MARK,ETC/PVP_MARK.NIF,cname,0,0,1,0,0,100,0,0,0,1,1,1,3,0,33,34,
#Share,0,Quest_Collect_01,ETC/QUEST_COLLECT_01.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,10,1,1,0,35,0,
#Share,0,dexterity_up,PC/WEAPON_UP_A_00.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,0.96,11,1,1,0,2,0,
#Share,0,Mouse_Move,ETC/MOUSE.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,10,1,3,0,12,13,
#Share,0,skill_2_0_2_buff(b_pd?? ??? 上?),PC/B_PD.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.03,74,1,3,0,19,20,
#Share,0,skill_2_0_1_buff(b_mop?? ??? 上?),PC/B_MOP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1.24,74,1,3,0,19,20,
#Share,0,skill_2_0_8_buff(b_as?? ?? 上?),PC/B_AS.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,0.75,74,1,3,0,19,20,
#Share,0,ai_runaway_buff,MOB/AI_RUNAWAY.NIF,cname,0,0,1,-5.415,0.357,27.135,0.018,0.001,0.001,1.97,11,1,3,0,19,20,
#Share,0,ai_detectradius_buff,MOB/AI_DETECTRADIUS.NIF,cname,0,0,1,0,0,31.493,0,0,3.142,1,11,1,3,0,19,20,
#Share,0,ai_call_buff,MOB/AI_CALL.NIF,cname,0,0,1,0,0,14.756,-1.676,-1.217,1.656,0.58,11,1,3,0,19,20,
#Share,0,skill_3_0_8_buff(d_as?? ?? ??),PC/D_AS.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1,74,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_RIGHT.NIF,Bip01 R Forearm,0,0,1,0,0,0,0.187,-0.088,0.767,1,578,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_RIGHT.NIF,Bip01 R Calf,0,0,1,0,0,0,-0.044,0.45,-0.593,1.3,578,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_BODY_A.NIF,Bip01 Spine2,0,0,1,0,0,0,1.007,-0.078,1.884,1,515,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_PARTICLE_D.NIF,Bip01 R Forearm,0,0,1,0,0,0,0,0,0,2,515,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_PARTICLE_A.NIF,Bip01 Spine2,0,0,1,0,0,0,0,0,0,2,578,1,3,0,19,20,
#Share,0,archlord_buff,PC/POINT_LIGHT_ARCHLORD.NIF,Bip01 Spine1,0,0,1,19.376,35.21,8.809,1.765,-1.431,0.914,1,515,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_PARTICLE_B.NIF,Bip01 Head,0,0,1,0,0,0.1,0,0,0,0.35,578,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_PARTICLE_D.NIF,Bip01 L Forearm,0,0,1,0,0,0,0,0,0,2,578,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_RIGHT.NIF,Bip01 L Forearm,0,0,1,0,0,0,0.263,0.014,-0.119,1,578,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_PARTICLE_E.NIF,Bip01 Spine2,0,0,1,0,0,0,0,0,0,1,578,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_BODY.NIF,Bip01 L Hand,0,0,1,0,0,0,-1.9,1.437,-0.98,0.5,515,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_BODY.NIF,Bip01 R Hand,0,0,1,0,0,0,-0.903,1.187,-2.667,0.5,515,1,3,0,19,20,
#Share,0,target_area,ETC/TARGET_AREA_TEST.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,2.54,10,1,3,0,12,13,
#Share,0,skill_3_0_14_buff(d_hphealdown hp??? ??),PC/D_HPHEALDOWN.NIF,Bip01 Spine,0,0,1,0,0,1,0,0,0,0.8,74,1,3,0,19,20,
#Share,0,skill_3_0_7_buff(d_bp?? ??? ??),PC/D_BP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_2_0_0_buff(b_pop?? ??? 上?),PC/B_POP.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,2,74,1,3,0,19,20,
#Share,0,skill_2_10_3_buff(b_unshakable ??? ??),PC/B_UNSHAKABLE.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_2_6_0_buff(b_hide_search ????),PC/B_HIDE_SEARCH.NIF,Bip01 Head,0,0,1,0,0,1,0,0,0,1.5,74,1,3,0,19,20,
#Share,0,skill_2_8_1_buff(b_hhp打击 ? mp ??),PC/B_HMP.NIF,Bip01 R Hand,0,0,1,0,0,0,0,0,0,0.8,74,1,3,0,19,20,
#Share,0,skill_2_5_0_buff(b_hide??_????大上),PC/B_HIDE.NIF,Bip01 Spine1,0,0,1,0,0,0,0,0,0,0.84,74,1,3,0,19,20,
#Share,0,skill_3_0_9_buff(d_rs?? ?? ??),PC/D_RS.NIF,Bip01 R Foot,0,0,1,0,0,0,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_2_10_0_buff(b_undamaged??),PC/B_UNDAMAGED.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,0.5,74,1,3,0,19,20,
#Share,0,skill_2_3_0_buff(b_block??),PC/B_BLOCK.NIF,Bip01 Spine,0,0.8,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,50_002,PC/ITEM_MP.NIF,Bip01 Spine1,0,0,1,0,0,0,-2.142,-1.525,-1.395,1,1,1,1,0,35,0,
#Share,0,skill_2_1_0_buff(b_reflec??),PC/B_REFLEC.NIF,Bip01 Spine,0,0,1,0,0,-1,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_2_0_6_buff(b_cp??? 上?),PC/B_CP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1.2,74,1,3,0,19,20,
#Share,0,skill_2_10_2_buff(b_dd上? ?上 ??),PC/B_DD.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,0.5,74,1,3,0,19,20,
#Share,0,select_big,PC/SELECT_BIG.NIF,Bone_Root,0,0,1,0,0,0,0,0,-3.141,1.41,10,1,3,0,12,13,
#Share,0,selected_enemy,PC/GLYPH_03.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,2.93,11,1,3,0,12,13,
#Share,0,skill_2_18_0_buff(mob_event),PC/EVENT.NIF,cname,0,0,1,0,0,0.75,0,0,0,1,74,1,3,0,19,20,
#Share,0,50_003,PC/ITEM_HPMP.NIF,Bip01 Spine1,0,0,1,0,0,0,-2.153,-1.509,-1.384,1,1,1,1,0,35,0,
#Share,0,Quest_Magic_05,ETC/QUEST_MAGIC_05.NIF,Bip01 Spine,0,0,1,0,0,0,1.367,-1.443,1.242,1.33,3,1,1,0,35,0,
#Share,0,skill_2_8_0_buff(b_hhp打击 ? hp ??),PC/B_HHP.NIF,Bip01 L Hand,0,0,1,0,0,0,0,0,0,0.8,74,1,3,0,19,20,
#Share,0,skill_2_17_0_buff(???_??),ETC/TEAMWAR_FLAG_AIMHIGH.NIF.NIF,Prop_Spine,0,0,1,0,-5,0,0.175,0,1.571,1.5,515,1,3,0,19,20,
#Share,0,skill_2_17_1_buff(???_??),ETC/TEAMWAR_FLAG_DEMOLITION.NIF,Prop_Spine,0,0,1,0,-5,0,0.175,0,1.571,1.5,515,1,3,0,19,20,
#Share,0,skill_3_6_0_buff(d_silence??),PC/D_SILENCE.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,1.25,74,1,3,0,19,20,
#Share,0,skill_3_2_0_buff(d_fear),PC/D_FEAR.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,1.25,74,1,3,0,19,20,
#Share,0,skill_3_1_0_buff(d_stun),PC/D_STUN.NIF,Bip01 Head,0,0,1,0,0,0.8,0,0,0,2,74,1,3,0,19,20,
#Share,0,50_001,PC/ITEM_HP.NIF,Bip01 Spine1,0,0,1,0,0,0,-1.948,-1.535,-1.589,1,1,1,1,0,35,0,
#Share,0,20100_034_buff(b_pop),MOB/MCIR01_ING.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_2_10_4_buff(??),MOB/1038_ICE_SMOKE_LOOP01.NIF,Bone_Root,0,0,1,0,0,-76.575,0,0,0,0.5,0,1,3,0,19,20,
#Share,0,skill_3_3_0_buff(d_sleep),PC/D_SLEEP.NIF,Bip01 Head,0,0,1,0,0,0,0,0,0,2,74,1,3,0,19,20,
#Share,0,skill_3_4_0_buff(d_hold??),PC/D_HOLD.NIF,Bip01 Spine,0,0,1,0,0,-0.5,0,0,0,0.98,74,1,3,0,19,20,
#Share,0,archlord_buff,PC/M_ARCHLORD_RIGHT.NIF,Bip01 L Calf,0,0,1,0,0,0,0,-0.436,-0.523,1.3,578,1,3,0,19,20,
#Share,0,skill_2_4_0_buff(b_party??? ??? ??),PC/B_PARTY.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,0.53,74,1,3,0,19,20,
#Share,0,skill_2_0_15_buff(b_mphealup mp??? ??),PC/B_MPHEALUP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,0.8,74,1,3,0,19,20,
#Share,2,fx_pcdanger_buff,,Bone_Root,0,0,1,0,0,0,0,0,0,1,130,1,3,0,19,20,dangerfx:(S_BG)PC危险警报效果|dangerfxalpha:(S_BG)PC危险警报效果|
#Share,6,quest_cam_001_buff,ETC/QUEST_CAM_001.NIF,Bone_Root,0,0,1,0,0,69.099,0,0,0,1,3,1,3,0,19,20,
#Share,0,skill_2_0_10_buff(b_maxhp?大hp???),PC/B_MAXHP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,1,74,1,3,0,19,20,
#Share,0,skill_2_0_14_buff(b_hphealup hp??? ??),PC/B_HPHEALUP.NIF,Bip01 Spine,0,0,1,0,0,0,0,0,0,0.8,74,1,3,0,19,20,
#Share,0,Quest_BigExplosion_01,ETC/QUEST_BIGEXPLOSION_01.NIF,Bone_Root,0,0,1,0,0,0,0,0,0,0.65,10,1,1,0,35,0,
